@relation train

@attribute employee_id numeric
@attribute department {'Sales  Marketing',Operations,Technology,Analytics,RD,Procurement,Finance,HR,Legal}
@attribute region {region_7,region_22,region_19,region_23,region_26,region_2,region_20,region_34,region_1,region_4,region_29,region_31,region_15,region_14,region_11,region_5,region_28,region_17,region_13,region_16,region_25,region_10,region_27,region_30,region_12,region_21,region_8,region_32,region_6,region_33,region_24,region_3,region_9,region_18}
@attribute education {'Masters  above',Bachelors,'Below Secondary'}
@attribute gender {f,m}
@attribute recruitment_channel {sourcing,other,referred}
@attribute no_of_trainings numeric
@attribute age numeric
@attribute previous_year_rating numeric
@attribute length_of_service numeric
@attribute 'KPIs_met >80\%' numeric
@attribute awards_won? numeric
@attribute avg_training_score numeric
@attribute is_promoted numeric
@attribute Class {yes,No}

@data
61870,Operations,region_14,Bachelors,f,other,1,31,5,4,1,0,59,1,No
22889,'Sales  Marketing',region_26,'Masters  above',m,other,1,48,4,7,0,0,51,0,yes
65399,Procurement,region_17,Bachelors,m,other,1,31,3,3,1,0,67,0,yes
55028,Technology,region_26,Bachelors,m,other,2,30,3,6,0,0,83,0,yes
57023,Operations,region_2,Bachelors,f,other,1,34,2,6,0,0,61,0,yes
73921,Operations,region_23,'Masters  above',f,other,2,40,3,8,0,0,57,0,yes
76182,Analytics,region_13,Bachelors,m,sourcing,1,33,3,7,1,0,83,0,yes
71327,Procurement,region_26,Bachelors,f,other,1,34,3,4,0,0,66,0,yes
44584,HR,region_22,'Masters  above',f,referred,1,32,5,7,0,0,59,1,No
49766,Operations,region_29,Bachelors,m,other,1,27,1,4,0,0,59,0,yes
71320,'Sales  Marketing',region_2,Bachelors,f,other,1,52,5,20,1,0,48,1,No
55416,Operations,region_2,Bachelors,f,referred,1,35,4,10,0,0,60,0,yes
28866,Procurement,region_5,Bachelors,m,sourcing,1,41,4,11,0,0,69,0,yes
53336,Operations,region_2,Bachelors,f,sourcing,1,45,5,6,0,0,57,0,yes
28035,Analytics,region_22,?,m,sourcing,1,30,5,3,0,0,84,0,yes
19865,Analytics,region_22,?,m,sourcing,1,32,3,7,1,0,87,0,yes
11380,Procurement,region_2,'Masters  above',f,sourcing,1,42,3,6,1,0,71,0,yes
35041,Procurement,region_12,Bachelors,m,sourcing,2,32,5,3,1,0,65,0,yes
46295,Technology,region_2,Bachelors,f,other,4,28,3,4,0,0,77,0,yes
21960,Operations,region_22,Bachelors,f,sourcing,2,25,3,2,0,0,56,0,yes
41565,'Sales  Marketing',region_31,Bachelors,m,sourcing,1,32,5,4,0,0,52,0,yes
56493,'Sales  Marketing',region_7,Bachelors,m,other,1,40,3,5,0,0,49,0,yes
10831,Operations,region_26,'Masters  above',m,sourcing,1,47,5,15,1,0,61,0,yes
46731,Finance,region_22,Bachelors,m,other,1,31,3,3,1,0,59,0,yes
65859,Operations,region_31,Bachelors,f,sourcing,1,31,2,4,1,0,60,0,yes
2122,Operations,region_22,'Masters  above',f,sourcing,1,42,3,6,1,0,58,0,yes
51144,Technology,region_26,Bachelors,f,other,1,35,3,8,0,0,79,0,yes
64058,'Sales  Marketing',region_22,Bachelors,f,sourcing,1,25,?,1,1,0,53,0,yes
10384,Technology,region_13,Bachelors,f,other,1,25,2,1,0,0,81,0,yes
58606,Operations,region_4,Bachelors,f,other,1,26,?,1,0,0,59,0,yes
23070,Procurement,region_7,'Masters  above',m,sourcing,1,33,1,4,0,0,74,0,yes
11366,'Sales  Marketing',region_27,Bachelors,m,sourcing,1,34,4,7,1,0,47,0,yes
57824,'Sales  Marketing',region_2,Bachelors,f,other,2,29,?,1,0,0,50,0,yes
20448,Technology,region_7,'Masters  above',m,other,1,38,4,3,0,0,78,0,yes
6030,Operations,region_31,'Masters  above',m,other,1,34,3,3,0,0,59,0,yes
66945,Operations,region_3,'Masters  above',f,other,1,33,3,2,0,0,61,0,yes
36628,Legal,region_7,Bachelors,f,other,1,32,1,5,0,0,57,0,yes
42694,Procurement,region_26,Bachelors,f,sourcing,1,29,3,2,0,0,76,0,yes
45498,'Sales  Marketing',region_7,Bachelors,m,other,1,39,5,7,1,0,50,0,yes
27438,Analytics,region_15,Bachelors,m,sourcing,1,32,4,7,0,0,82,0,yes
13084,Analytics,region_7,'Masters  above',m,other,2,37,5,9,0,0,85,0,yes
52018,Operations,region_11,'Masters  above',f,other,1,46,3,16,0,0,62,0,yes
52655,Operations,region_32,'Masters  above',f,sourcing,1,41,5,14,1,0,58,0,yes
28446,Technology,region_7,Bachelors,f,other,1,37,1,4,0,0,80,0,yes
68602,'Sales  Marketing',region_2,'Masters  above',f,other,1,45,5,6,0,0,48,0,yes
58924,Operations,region_22,Bachelors,m,other,1,35,3,8,0,0,69,1,No
67324,Legal,region_2,Bachelors,m,other,1,36,1,6,0,0,57,0,yes
15078,Operations,region_31,Bachelors,f,other,1,37,5,5,1,0,59,1,No
75332,'Sales  Marketing',region_2,'Masters  above',f,sourcing,1,33,1,6,0,0,49,0,yes
36526,Procurement,region_2,Bachelors,f,sourcing,1,22,?,1,0,0,68,0,yes
46431,Procurement,region_10,'Masters  above',m,sourcing,1,40,3,12,0,0,64,0,yes
66829,Analytics,region_23,'Masters  above',m,other,1,36,5,8,1,0,89,0,yes
46557,Operations,region_2,Bachelors,f,other,1,47,4,3,0,0,52,0,yes
59238,'Sales  Marketing',region_14,Bachelors,m,other,5,27,2,3,0,0,53,0,yes
48656,'Sales  Marketing',region_4,'Masters  above',m,sourcing,3,32,2,3,0,0,51,0,yes
15524,Technology,region_24,Bachelors,f,sourcing,1,27,2,3,1,1,76,0,yes
60062,Procurement,region_22,Bachelors,m,sourcing,3,24,3,1,0,0,70,0,yes
37452,Operations,region_2,'Masters  above',m,sourcing,1,39,4,8,0,0,62,0,yes
13893,Operations,region_26,Bachelors,m,other,3,34,3,7,0,0,58,0,yes
76082,'Sales  Marketing',region_2,Bachelors,m,sourcing,2,40,1,7,0,0,49,0,yes
75500,Technology,region_30,Bachelors,m,sourcing,1,36,3,8,0,0,80,0,yes
59049,'Sales  Marketing',region_2,Bachelors,m,other,2,41,5,7,0,0,47,0,yes
48630,'Sales  Marketing',region_2,'Masters  above',f,sourcing,1,46,1,7,1,0,49,0,yes
22192,Analytics,region_28,Bachelors,m,other,3,29,4,2,1,0,85,0,yes
59849,Operations,region_16,Bachelors,f,other,1,34,3,7,0,0,55,0,yes
24289,Operations,region_2,'Masters  above',f,other,1,36,3,2,0,1,76,1,No
75754,Analytics,region_2,Bachelors,m,sourcing,1,46,5,5,0,0,84,0,yes
67000,'Sales  Marketing',region_2,Bachelors,m,other,1,40,5,6,1,0,46,1,No
35912,Operations,region_11,Bachelors,m,sourcing,1,26,1,2,0,0,62,0,yes
32223,'Sales  Marketing',region_28,'Masters  above',m,other,4,31,1,2,0,0,47,0,yes
56912,Operations,region_2,Bachelors,f,sourcing,1,42,4,3,0,0,60,0,yes
60778,Technology,region_31,Bachelors,f,other,1,30,5,5,1,0,80,0,yes
35009,Finance,region_26,Bachelors,m,other,1,35,1,2,0,0,56,0,yes
36465,Technology,region_16,Bachelors,m,sourcing,1,26,3,3,0,0,78,0,yes
34857,Finance,region_2,Bachelors,f,other,1,48,3,6,0,0,57,0,yes
19024,Operations,region_23,Bachelors,m,other,1,34,3,8,0,0,57,0,yes
65580,Operations,region_10,'Masters  above',m,other,1,32,3,8,0,0,58,0,yes
72450,Operations,region_7,'Masters  above',m,sourcing,1,39,3,7,0,0,59,0,yes
6465,Procurement,region_13,Bachelors,f,other,2,24,?,1,1,0,70,0,yes
7601,'Sales  Marketing',region_15,'Masters  above',m,sourcing,1,45,1,13,0,0,48,0,yes
50305,Operations,region_6,Bachelors,f,sourcing,1,30,4,9,1,0,61,1,No
78202,Procurement,region_22,Bachelors,f,sourcing,1,35,4,10,0,0,71,0,yes
62357,'Sales  Marketing',region_31,Bachelors,m,sourcing,1,42,3,4,1,0,52,0,yes
58698,Analytics,region_2,Bachelors,m,sourcing,2,41,4,5,0,0,90,0,yes
14374,Technology,region_2,Bachelors,m,other,1,24,?,1,0,0,83,0,yes
51062,Analytics,region_32,Bachelors,m,sourcing,4,26,?,1,0,0,86,0,yes
17718,Operations,region_30,'Masters  above',m,sourcing,1,41,5,4,1,0,58,0,yes
76871,'Sales  Marketing',region_7,Bachelors,m,sourcing,2,45,1,4,0,0,47,0,yes
37011,Operations,region_4,'Masters  above',m,sourcing,1,47,4,13,1,0,59,1,No
9901,'Sales  Marketing',region_16,Bachelors,m,other,1,53,3,12,0,0,48,0,yes
62721,RD,region_7,Bachelors,m,sourcing,1,31,5,6,0,0,86,0,yes
33218,Operations,region_2,'Masters  above',m,other,1,47,4,6,0,0,73,1,No
40777,Operations,region_15,Bachelors,f,sourcing,1,40,3,11,0,0,61,0,yes
48408,Operations,region_2,'Masters  above',m,sourcing,1,42,5,4,0,0,58,0,yes
65950,Operations,region_20,Bachelors,m,other,4,32,4,4,1,0,62,0,yes
37508,'Sales  Marketing',region_7,Bachelors,m,other,1,29,2,2,0,0,49,0,yes
18372,Finance,region_2,Bachelors,f,sourcing,1,31,3,3,0,0,58,0,yes
37963,Operations,region_19,Bachelors,m,sourcing,1,49,3,20,0,0,59,0,yes
33845,'Sales  Marketing',region_13,'Masters  above',m,sourcing,2,43,2,7,0,0,49,0,yes
23251,Operations,region_23,Bachelors,m,other,2,38,3,7,0,0,59,0,yes
70256,Analytics,region_7,'Masters  above',m,other,1,36,4,9,1,0,85,0,yes
74280,Operations,region_26,'Masters  above',f,sourcing,1,40,4,6,1,0,62,0,yes
57806,Operations,region_2,'Masters  above',f,sourcing,1,37,5,10,1,0,56,1,No
40660,Operations,region_30,'Masters  above',f,other,1,39,5,3,1,0,60,0,yes
72941,'Sales  Marketing',region_23,Bachelors,m,other,1,30,4,4,0,0,49,0,yes
34712,'Sales  Marketing',region_20,'Masters  above',m,sourcing,1,44,4,7,0,0,53,0,yes
76765,Analytics,region_29,Bachelors,m,other,1,31,5,6,0,0,86,0,yes
64350,Analytics,region_9,Bachelors,m,sourcing,2,30,4,5,0,0,84,0,yes
12557,Technology,region_16,Bachelors,m,sourcing,2,34,3,7,0,0,79,0,yes
3656,Technology,region_2,'Masters  above',m,referred,1,39,5,10,1,0,82,0,yes
76218,Procurement,region_26,?,m,other,1,28,?,1,0,0,66,0,yes
5670,'Sales  Marketing',region_7,Bachelors,m,other,1,30,5,7,0,0,49,0,yes
65236,'Sales  Marketing',region_24,Bachelors,m,sourcing,2,32,1,6,0,0,49,0,yes
33731,'Sales  Marketing',region_22,'Masters  above',m,other,1,57,5,2,1,0,58,0,yes
77881,Analytics,region_2,Bachelors,m,other,1,47,4,7,0,0,82,0,yes
37513,Procurement,region_4,Bachelors,m,sourcing,1,30,3,4,0,0,74,0,yes
74726,Operations,region_22,Bachelors,f,other,1,26,?,1,1,0,56,0,yes
1152,Technology,region_19,Bachelors,m,sourcing,1,33,3,9,0,0,85,0,yes
27419,Finance,region_26,Bachelors,f,sourcing,1,27,5,4,1,0,56,0,yes
61053,Operations,region_29,'Masters  above',m,other,1,34,3,3,1,0,62,0,yes
44293,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,37,3,9,0,0,48,0,yes
69507,Procurement,region_20,Bachelors,m,other,1,27,?,1,1,0,69,0,yes
71447,Operations,region_31,Bachelors,m,other,1,30,5,6,1,0,58,0,yes
30834,Finance,region_32,Bachelors,m,sourcing,2,37,3,5,0,0,59,0,yes
54636,'Sales  Marketing',region_22,Bachelors,m,other,1,30,5,5,0,0,61,1,No
53199,'Sales  Marketing',region_26,Bachelors,m,sourcing,1,26,2,5,0,0,49,0,yes
5577,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,29,1,7,0,0,50,0,yes
64594,Procurement,region_30,Bachelors,f,other,1,29,3,2,1,0,70,0,yes
72317,Technology,region_23,Bachelors,m,other,3,30,3,4,1,0,82,0,yes
11361,Legal,region_22,Bachelors,m,other,3,29,5,4,1,0,59,0,yes
44376,'Sales  Marketing',region_22,'Masters  above',m,other,1,44,1,12,0,0,50,0,yes
5942,Operations,region_22,Bachelors,f,other,1,34,3,9,1,0,55,1,No
4814,'Sales  Marketing',region_28,'Masters  above',m,other,1,33,3,4,1,0,52,1,No
58373,'Sales  Marketing',region_22,Bachelors,m,sourcing,1,31,3,6,0,0,50,0,yes
72007,HR,region_27,Bachelors,m,other,1,28,3,3,0,0,53,0,yes
70858,'Sales  Marketing',region_25,'Masters  above',m,sourcing,2,38,2,3,0,0,48,0,yes
52756,'Sales  Marketing',region_19,'Masters  above',m,other,1,44,3,4,0,0,51,0,yes
77854,'Sales  Marketing',region_22,'Masters  above',m,other,1,32,5,8,0,0,46,0,yes
39823,Operations,region_22,'Masters  above',f,sourcing,2,41,5,2,1,0,59,0,yes
52776,'Sales  Marketing',region_2,Bachelors,f,sourcing,1,53,4,10,1,0,53,0,yes
25225,Analytics,region_1,Bachelors,m,other,1,31,?,1,0,0,87,0,yes
46055,'Sales  Marketing',region_4,'Masters  above',f,other,1,34,4,8,1,0,47,1,No
42223,Procurement,region_2,'Masters  above',m,other,1,38,4,4,1,0,72,1,No
10162,Technology,region_2,?,m,sourcing,1,43,1,6,0,0,75,0,yes
70247,Procurement,region_8,Bachelors,m,sourcing,1,29,3,3,1,0,70,0,yes
46744,RD,region_2,'Masters  above',m,other,1,26,?,1,1,0,86,0,yes
75256,Procurement,region_30,Bachelors,f,other,1,27,5,3,1,0,67,0,yes
50747,Operations,region_23,Bachelors,m,sourcing,1,35,3,8,0,0,58,0,yes
62265,Technology,region_11,Bachelors,f,other,1,30,3,3,0,0,73,0,yes
66197,'Sales  Marketing',region_22,Bachelors,f,sourcing,1,28,4,2,1,0,48,0,yes
39708,'Sales  Marketing',region_33,Bachelors,m,other,1,30,3,2,0,0,50,0,yes
53060,Technology,region_20,Bachelors,m,other,2,28,?,1,0,0,77,0,yes
10576,Procurement,region_2,?,f,other,1,32,4,6,1,0,73,0,yes
68748,'Sales  Marketing',region_2,'Masters  above',f,sourcing,1,34,3,5,1,0,52,0,yes
25110,'Sales  Marketing',region_7,Bachelors,m,other,1,44,5,9,0,0,46,0,yes
20872,'Sales  Marketing',region_4,'Masters  above',f,other,1,32,5,8,0,0,48,0,yes
60882,Technology,region_2,?,m,sourcing,1,50,3,4,0,0,77,0,yes
27607,Operations,region_27,'Masters  above',m,other,1,46,1,3,0,0,54,0,yes
58509,Analytics,region_24,Bachelors,m,sourcing,1,38,5,11,1,0,80,0,yes
48488,'Sales  Marketing',region_16,Bachelors,m,sourcing,1,46,4,9,0,0,47,0,yes
22181,'Sales  Marketing',region_15,'Masters  above',m,sourcing,1,35,3,9,0,0,51,0,yes
58642,Technology,region_2,'Masters  above',m,sourcing,1,37,3,3,0,0,80,0,yes
45031,'Sales  Marketing',region_13,'Masters  above',m,referred,1,31,5,5,0,0,49,0,yes
57489,'Sales  Marketing',region_14,Bachelors,m,other,1,25,4,3,0,0,47,0,yes
24024,Procurement,region_7,Bachelors,f,other,1,33,3,8,0,0,70,0,yes
70464,'Sales  Marketing',region_13,Bachelors,m,other,1,27,3,2,1,0,46,1,No
54762,Technology,region_26,Bachelors,f,other,1,33,4,7,1,0,80,1,No
30969,Procurement,region_2,Bachelors,f,sourcing,1,57,3,24,0,0,69,0,yes
23516,Procurement,region_13,Bachelors,f,sourcing,1,26,5,4,0,0,81,1,No
47687,Technology,region_26,Bachelors,m,sourcing,1,37,1,4,0,0,80,0,yes
33135,Operations,region_2,Bachelors,f,other,1,42,4,14,0,0,62,0,yes
40243,Finance,region_26,Bachelors,m,sourcing,1,28,?,1,1,0,56,1,No
20845,'Sales  Marketing',region_23,'Masters  above',m,other,2,39,4,8,0,0,45,0,yes
58623,Procurement,region_30,Bachelors,m,other,1,28,3,4,0,0,71,0,yes
49115,Operations,region_2,Bachelors,f,sourcing,2,27,5,2,1,0,59,0,yes
9619,Technology,region_10,'Masters  above',m,sourcing,1,36,5,4,0,0,80,0,yes
8447,Finance,region_22,'Masters  above',m,sourcing,1,30,2,1,0,0,61,0,yes
73765,Operations,region_21,Bachelors,m,other,1,31,4,6,0,0,63,0,yes
75059,'Sales  Marketing',region_16,Bachelors,m,other,1,38,3,8,0,0,49,0,yes
68944,HR,region_4,Bachelors,m,sourcing,1,27,5,3,1,0,51,1,No
71060,'Sales  Marketing',region_2,'Masters  above',m,other,1,33,4,6,1,0,50,0,yes
66551,Finance,region_28,'Masters  above',m,sourcing,1,32,4,4,1,0,61,0,yes
55827,'Sales  Marketing',region_4,Bachelors,m,other,1,31,4,2,0,0,50,0,yes
15656,'Sales  Marketing',region_28,Bachelors,f,sourcing,1,31,4,5,0,0,46,0,yes
60573,RD,region_22,'Masters  above',m,sourcing,2,27,5,4,0,0,84,1,No
16341,'Sales  Marketing',region_23,Bachelors,m,other,1,32,3,7,0,0,49,0,yes
17087,HR,region_22,'Masters  above',m,other,1,41,3,9,0,0,51,0,yes
66761,Analytics,region_7,'Masters  above',m,other,1,34,5,9,0,0,88,0,yes
28786,'Sales  Marketing',region_4,Bachelors,m,sourcing,1,35,4,10,0,0,49,0,yes
65053,Analytics,region_2,Bachelors,m,other,1,59,3,18,0,0,86,0,yes
24009,'Sales  Marketing',region_14,Bachelors,m,sourcing,1,46,3,3,0,0,49,0,yes
14134,Procurement,region_2,Bachelors,m,other,1,52,5,2,1,0,67,0,yes
4266,Technology,region_16,Bachelors,f,other,1,28,3,2,1,0,78,0,yes
24782,Technology,region_23,'Masters  above',m,sourcing,2,35,3,3,0,0,82,0,yes
4099,Finance,region_7,Bachelors,m,other,1,29,5,6,1,0,65,0,yes
6933,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,34,2,7,0,0,49,0,yes
42085,'Sales  Marketing',region_23,Bachelors,m,other,2,29,1,4,0,0,48,0,yes
17511,Operations,region_2,Bachelors,m,other,1,36,5,7,0,0,56,0,yes
27724,'Sales  Marketing',region_22,Bachelors,m,other,2,29,4,2,1,0,45,0,yes
74477,'Sales  Marketing',region_31,Bachelors,m,other,1,25,4,2,1,0,54,1,No
36664,Procurement,region_7,Bachelors,m,sourcing,4,32,4,3,1,0,66,0,yes
75305,'Sales  Marketing',region_32,Bachelors,f,other,1,29,3,3,0,0,49,0,yes
59217,Operations,region_6,Bachelors,f,other,1,32,4,4,1,0,90,1,No
58607,Finance,region_2,'Masters  above',m,sourcing,3,34,4,5,0,0,54,0,yes
51838,Analytics,region_27,Bachelors,m,sourcing,1,31,4,5,0,0,86,0,yes
28722,Technology,region_5,'Masters  above',f,sourcing,1,32,3,5,0,0,76,0,yes
49825,HR,region_26,Bachelors,m,other,1,25,?,1,0,0,47,0,yes
69977,Technology,region_7,'Masters  above',m,sourcing,1,35,4,5,1,0,85,0,yes
4677,'Sales  Marketing',region_4,'Masters  above',m,other,2,47,3,13,0,0,47,0,yes
31621,Technology,region_7,'Below Secondary',f,other,1,26,3,2,0,0,80,0,yes
54896,Analytics,region_7,?,m,sourcing,1,31,4,2,0,0,82,0,yes
10595,'Sales  Marketing',region_2,Bachelors,m,sourcing,2,48,4,19,0,0,53,0,yes
29004,Operations,region_26,'Masters  above',m,sourcing,1,38,5,3,0,0,58,0,yes
17483,Procurement,region_9,Bachelors,m,other,1,28,?,1,0,0,71,0,yes
63524,Procurement,region_2,Bachelors,m,other,2,57,4,15,0,0,70,0,yes
45622,'Sales  Marketing',region_11,Bachelors,m,other,1,37,5,9,1,0,48,0,yes
24223,'Sales  Marketing',region_7,'Masters  above',f,other,1,37,3,9,0,0,49,0,yes
26997,Analytics,region_2,'Masters  above',m,other,1,43,5,10,1,0,85,0,yes
60578,Technology,region_19,Bachelors,m,other,2,32,4,7,1,0,81,1,No
15603,'Sales  Marketing',region_2,'Masters  above',m,other,1,42,3,6,0,0,51,0,yes
6268,Operations,region_2,'Below Secondary',m,sourcing,1,21,?,1,0,0,62,0,yes
72387,'Sales  Marketing',region_22,Bachelors,m,referred,2,27,?,1,0,0,51,0,yes
48333,'Sales  Marketing',region_2,Bachelors,f,sourcing,2,57,3,10,1,0,53,0,yes
52223,Operations,region_4,'Masters  above',f,other,1,30,3,6,1,0,56,0,yes
64997,RD,region_22,Bachelors,m,other,1,35,5,5,0,0,82,0,yes
74063,Analytics,region_22,Bachelors,m,other,2,28,4,2,0,0,85,0,yes
70522,Operations,region_6,Bachelors,f,sourcing,2,25,?,1,0,0,64,0,yes
25643,Operations,region_22,Bachelors,m,other,1,48,1,10,0,0,57,0,yes
11172,'Sales  Marketing',region_2,?,m,sourcing,1,20,3,2,0,0,47,0,yes
5663,Operations,region_15,Bachelors,m,sourcing,1,52,3,10,0,0,61,0,yes
74348,'Sales  Marketing',region_25,'Masters  above',m,other,1,32,5,6,1,0,51,0,yes
19165,Analytics,region_22,?,m,sourcing,2,26,5,5,1,0,80,0,yes
20721,Procurement,region_2,Bachelors,m,sourcing,1,32,1,6,0,0,74,0,yes
29103,Analytics,region_32,Bachelors,m,other,1,30,1,4,0,0,84,0,yes
32619,'Sales  Marketing',region_31,'Masters  above',m,sourcing,1,38,3,7,0,0,44,0,yes
44754,RD,region_2,Bachelors,m,sourcing,1,34,5,10,1,0,83,0,yes
44013,Operations,region_2,Bachelors,f,sourcing,1,51,3,20,0,0,57,0,yes
61590,Procurement,region_7,'Masters  above',m,other,1,42,5,8,1,0,65,0,yes
28464,Operations,region_32,Bachelors,m,sourcing,1,26,5,3,1,0,59,0,yes
26415,Operations,region_22,'Masters  above',m,other,2,36,5,5,0,0,61,0,yes
52539,Finance,region_6,Bachelors,m,sourcing,1,31,3,6,0,0,57,0,yes
54088,Procurement,region_17,Bachelors,m,other,1,25,?,1,0,0,69,0,yes
28175,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,30,3,2,1,0,47,0,yes
44824,Operations,region_2,Bachelors,f,other,1,44,5,7,1,0,60,0,yes
57090,Technology,region_8,Bachelors,m,other,1,31,3,5,0,0,84,0,yes
34084,Analytics,region_31,Bachelors,m,other,1,36,3,3,0,0,82,0,yes
71114,Finance,region_22,Bachelors,f,other,1,27,2,2,1,1,60,1,No
76652,'Sales  Marketing',region_2,'Masters  above',m,other,1,40,1,3,0,0,48,0,yes
19755,Procurement,region_27,'Masters  above',m,other,1,36,3,2,0,0,68,0,yes
73293,Operations,region_13,'Masters  above',f,sourcing,1,38,5,7,1,0,59,0,yes
77325,'Sales  Marketing',region_23,Bachelors,m,other,2,34,1,6,0,0,48,0,yes
58485,Operations,region_13,'Masters  above',m,other,1,37,3,8,0,0,62,0,yes
46940,Finance,region_26,Bachelors,m,other,1,28,5,4,0,0,61,0,yes
30029,Operations,region_28,Bachelors,m,other,1,26,5,4,1,0,59,0,yes
58712,RD,region_26,Bachelors,m,other,1,28,5,2,0,0,85,0,yes
47592,Finance,region_7,'Masters  above',m,sourcing,1,35,3,8,0,0,56,0,yes
56411,Operations,region_8,Bachelors,m,other,1,25,?,1,1,0,61,0,yes
18098,RD,region_15,'Masters  above',m,sourcing,1,31,?,1,0,0,86,0,yes
42730,'Sales  Marketing',region_22,Bachelors,f,other,1,26,1,3,1,0,44,0,yes
10319,'Sales  Marketing',region_32,Bachelors,m,sourcing,1,35,1,4,0,0,53,0,yes
33331,'Sales  Marketing',region_17,Bachelors,m,other,1,32,5,2,0,0,50,0,yes
66718,RD,region_22,Bachelors,f,sourcing,1,31,5,3,1,0,88,0,yes
67468,Operations,region_22,Bachelors,f,other,1,29,5,2,1,0,60,0,yes
56390,Analytics,region_7,Bachelors,m,other,1,30,4,3,1,1,79,0,yes
19561,Technology,region_15,Bachelors,f,other,1,27,2,4,0,0,83,0,yes
3792,Analytics,region_22,?,f,other,1,29,4,6,1,0,81,0,yes
16362,'Sales  Marketing',region_22,?,m,other,1,27,?,1,0,0,48,0,yes
24315,Operations,region_22,'Masters  above',f,other,1,37,5,13,1,0,59,0,yes
53071,Operations,region_2,?,m,other,1,32,3,6,0,0,59,0,yes
1617,Technology,region_6,Bachelors,f,other,1,37,3,8,0,0,84,0,yes
50750,Operations,region_27,Bachelors,m,sourcing,1,31,5,6,1,0,57,1,No
30357,'Sales  Marketing',region_4,'Masters  above',m,sourcing,1,57,5,28,1,0,54,0,yes
44833,'Sales  Marketing',region_22,Bachelors,m,other,1,32,5,6,1,0,45,0,yes
47616,Technology,region_11,Bachelors,m,sourcing,1,36,3,4,1,0,76,0,yes
29846,'Sales  Marketing',region_16,Bachelors,m,other,1,28,5,5,1,0,48,0,yes
13413,'Sales  Marketing',region_31,?,m,sourcing,1,27,5,2,1,0,49,0,yes
74238,Technology,region_5,Bachelors,m,other,1,30,4,5,1,0,81,0,yes
39785,Operations,region_4,'Masters  above',f,other,1,37,3,8,1,0,62,0,yes
43596,'Sales  Marketing',region_26,Bachelors,m,sourcing,1,31,2,5,0,0,49,0,yes
58505,Operations,region_22,Bachelors,m,sourcing,1,44,5,14,1,0,61,0,yes
34826,HR,region_15,Bachelors,m,other,1,36,3,9,0,0,52,0,yes
54947,'Sales  Marketing',region_14,Bachelors,m,other,1,52,1,23,0,0,48,0,yes
43123,Procurement,region_8,'Masters  above',f,sourcing,1,43,4,6,1,0,73,0,yes
63163,Procurement,region_2,Bachelors,f,referred,1,30,5,4,0,1,79,1,No
74120,Procurement,region_34,Bachelors,m,other,1,27,1,3,0,0,68,0,yes
45368,'Sales  Marketing',region_2,'Masters  above',m,sourcing,1,42,1,5,0,0,47,0,yes
58880,Procurement,region_27,Bachelors,m,other,1,30,5,6,1,0,67,1,No
29400,Technology,region_2,'Below Secondary',f,sourcing,2,24,3,2,0,0,81,0,yes
38636,Operations,region_15,Bachelors,f,other,1,39,5,9,1,0,51,0,yes
4054,Operations,region_14,Bachelors,f,other,1,35,4,10,0,0,57,0,yes
32639,Technology,region_22,Bachelors,f,sourcing,1,27,?,1,0,1,89,1,No
41077,Technology,region_22,Bachelors,m,sourcing,2,30,3,6,0,0,82,0,yes
43367,Operations,region_27,Bachelors,m,other,1,24,?,1,1,0,64,0,yes
26726,'Sales  Marketing',region_2,'Masters  above',f,other,1,52,1,10,0,0,47,0,yes
38388,Procurement,region_23,Bachelors,m,other,1,33,3,8,1,0,68,1,No
36065,Finance,region_2,'Masters  above',f,sourcing,1,39,3,3,0,0,60,0,yes
74027,Procurement,region_22,'Masters  above',m,other,1,34,3,7,0,0,70,0,yes
15793,Operations,region_32,Bachelors,m,other,1,35,3,8,1,0,62,0,yes
21095,Procurement,region_2,Bachelors,f,other,1,26,?,1,1,0,75,1,No
19529,'Sales  Marketing',region_2,'Masters  above',m,other,1,54,5,4,0,0,48,0,yes
66002,Procurement,region_21,'Masters  above',m,sourcing,1,43,3,3,0,0,72,0,yes
42238,Technology,region_26,Bachelors,f,referred,1,25,4,2,1,0,77,0,yes
46276,Analytics,region_22,Bachelors,f,other,1,29,1,4,0,0,81,0,yes
31245,Procurement,region_7,'Masters  above',f,other,1,45,2,16,0,0,67,0,yes
23044,'Sales  Marketing',region_22,'Masters  above',m,other,1,33,5,4,0,0,50,0,yes
21054,HR,region_22,Bachelors,m,other,1,27,?,1,1,0,44,0,yes
2508,HR,region_1,Bachelors,f,other,1,27,4,4,1,0,49,0,yes
17213,RD,region_22,Bachelors,m,sourcing,1,27,4,3,1,0,87,0,yes
73106,Procurement,region_22,Bachelors,f,sourcing,1,30,3,3,1,0,72,0,yes
11751,Technology,region_2,'Masters  above',f,other,1,45,4,12,1,0,82,0,yes
4544,Finance,region_9,Bachelors,m,sourcing,1,30,?,1,0,0,58,0,yes
74724,Operations,region_12,Bachelors,f,sourcing,2,32,5,5,1,0,53,0,yes
46999,'Sales  Marketing',region_31,Bachelors,m,sourcing,1,46,1,18,0,0,50,0,yes
10855,'Sales  Marketing',region_23,?,m,other,1,33,4,7,0,0,53,0,yes
